Item No,Location,Brand,Type/Material,Style,Pattern,Size,Group,Color,Procurement Price,Cost Price,Base Rate (Without Tax),Discount Percentage,base_rate_discount,GST %,MRP Price (With Tax),Stock opening date,Stock closing date,Quantity available,Quantity sold
1366,Salem,Arrow,Linen,Casual,Solid,XL,Winter,Black,1772.25,1984.92,3175.872,5,3017.08,16,3499.81,29-Nov-23,28-Mar-24,841,631
1367,Coimbatore,Arrow,Cotton,Formal,Solid,S,Summer,Blue,3787.29,4241.7648,6786.82368,5,6447.48,12,7221.18,31-Mar-24,29-Jul-24,634,476
1368,T.Nagar,Zara,Denim,Casual,Solid,S,Winter,Black,2494.41,2793.7392,4469.98272,20,3575.99,14,4076.63,07-Jun-24,05-Oct-24,348,261
1369,Madurai,Arrow,Polyester,Casual,Stonewashed,L,Summer,Black,3522.48,3945.1776,6312.28416,40,3787.37,12,4241.85,04-Apr-24,02-Aug-24,89,67
1370,Trichy,Zara,,Slim,Washed,S,Summer,Blue,2719.66,3046.0192,4873.63072,10,4386.27,12,4912.62,29-Jun-24,27-Oct-24,160,120
1371,Trichy,Zara,Polyester,Casual,Stripes,XL,Spring,Green,1991.83,2230.8496,3569.35936,30,2498.55,15,2873.33,03-Mar-24,01-Jul-24,110,82
1372,Salem,Allen Solly,,Jogger,Solid,XXL,Winter,Green,1755.18,1965.8016,3145.28256,25,2358.96,12,2642.04,19-May-24,16-Sep-24,368,276
1373,Trichy,Arrow,Denim,Casual,Stonewashed,L,Winter,Grey,1951.86,2186.0832,3497.73312,10,3147.96,14,3588.67,21-Nov-23,20-Mar-24,916,687
1374,Madurai,Arrow,Denim,Slim,Washed,S,Summer,Grey,3668.07,4108.2384,6573.18144,45,3615.25,14,4121.39,22-Nov-23,21-Mar-24,561,421
1375,Madurai,Zara,Cotton,Casual,Washed,L,Autumn,Black,1772.94,1985.6928,3177.10848,10,2859.4,12,3202.53,22-Oct-23,19-Feb-24,887,665
1376,Salem,Zara,Denim,Bootcut,Solid,XXL,Summer,Green,2452.02,2746.2624,4394.01984,10,3954.62,14,4508.27,19-Oct-23,16-Feb-24,434,326
1377,Salem,Allen Solly,Cotton,Formal,Stonewashed,M,Spring,Blue,2952.07,3306.3184,5290.10944,40,3174.07,12,3554.96,12-May-24,09-Sep-24,261,196
1378,Madurai,Allen Solly,Cotton,Bootcut,Plain,XL,Winter,Blue,3575.4,4004.448,6407.1168,10,5766.41,18,6804.36,31-Jan-24,30-May-24,160,120
1379,Salem,Arrow,Cotton,Casual,Stripes,S,Summer,Red,3879.27,4344.7824,6951.65184,5,6604.07,14,7528.64,21-Jul-24,18-Nov-24,972,729
1380,Madurai,Tommy Hilfiger,Polyester,Casual,Stonewashed,XL,Autumn,Grey,3142.17,3519.2304,5630.76864,40,3378.46,16,3919.01,17-Aug-23,15-Dec-23,501,376
1381,T.Nagar,Tommy Hilfiger,Polyester,Formal,Stonewashed,L,Autumn,Black,1688.06,1890.6272,3025.00352,25,2268.75,12,2541,13-Feb-24,12-Jun-24,452,339
1382,Trichy,Celio,Polyester,Formal,Stripes,S,Summer,Red,1796.01,2011.5312,3218.44992,35,2091.99,12,2343.03,22-Aug-23,20-Dec-23,882,662
1383,Trichy,Tommy Hilfiger,,Jogger,Stonewashed,S,Autumn,Red,2112.41,2365.8992,3785.43872,5,3596.17,14,4099.63,27-May-24,24-Sep-24,136,102
1384,Trichy,Celio,Polyester,Jogger,Plain,M,Winter,Green,727.21,814.4752,1303.16032,15,1107.69,16,1284.92,06-Mar-24,04-Jul-24,482,362
1385,Madurai,Arrow,Linen,Casual,Stonewashed,XL,Autumn,Grey,1004.58,1125.1296,1800.20736,5,1710.2,16,1983.83,23-May-24,20-Sep-24,189,142
1386,Chrompet,Arrow,Denim,Slim,Stripes,L,Autumn,Red,1459.39,1634.5168,2615.22688,30,1830.66,16,2123.57,06-Nov-23,05-Mar-24,720,540
1387,Madurai,Celio,Linen,Casual,Stripes,XXL,Winter,Blue,2774.58,3107.5296,4972.04736,50,2486.02,15,2858.92,21-Oct-23,18-Feb-24,168,126
1388,Chrompet,Allen Solly,Polyester,Slim,Stonewashed,S,Summer,Grey,2876.55,3221.736,5154.7776,45,2835.13,12,3175.35,11-Feb-24,10-Jun-24,183,137
1389,Salem,Polo,Linen,Formal,Solid,M,Winter,Grey,1543.57,1728.7984,2766.07744,10,2489.47,16,2887.79,27-Oct-23,24-Feb-24,216,162
1390,Trichy,Zara,,Bootcut,Stripes,S,Winter,Black,765.96,857.8752,1372.60032,5,1303.97,18,1538.68,18-Dec-23,16-Apr-24,651,488
1391,Chrompet,Celio,,Jogger,Solid,S,Winter,Black,1746.37,1955.9344,3129.49504,35,2034.17,16,2359.64,20-Dec-23,18-Apr-24,428,321
1392,Salem,Allen Solly,Linen,Formal,Solid,M,Winter,Grey,1805.43,2022.0816,3235.33056,15,2750.03,14,3135.03,04-Dec-23,02-Apr-24,311,233
1393,Coimbatore,Arrow,Polyester,Jogger,Stripes,M,Autumn,Grey,1321.82,1480.4384,2368.70144,40,1421.22,18,1677.04,06-May-24,03-Sep-24,916,687
1394,Salem,Tommy Hilfiger,,Bootcut,Solid,S,Autumn,Black,1865.53,2089.3936,3343.02976,10,3008.73,12,3369.78,07-Nov-23,06-Mar-24,219,164
1395,Chrompet,Celio,Wool,Casual,Stripes,XL,Spring,Green,2390.39,2677.2368,4283.57888,20,3426.86,12,3838.08,11-Apr-24,09-Aug-24,585,439
1396,Trichy,Zara,Linen,Bootcut,Plain,XXL,Autumn,Red,3784.69,4238.8528,6782.16448,10,6103.95,12,6836.42,10-Feb-24,09-Jun-24,304,228
1397,Salem,Polo,Linen,Casual,Plain,L,Spring,Red,2338.16,2618.7392,4189.98272,5,3980.48,18,4696.97,10-Jun-24,08-Oct-24,127,95
1398,Madurai,Celio,Denim,Jogger,Plain,XL,Autumn,Blue,2970.92,3327.4304,5323.88864,10,4791.5,15,5510.23,20-Jan-24,19-May-24,382,286
1399,Trichy,Polo,,Formal,Washed,L,Winter,Grey,3224.12,3611.0144,5777.62304,25,4333.22,12,4853.21,25-Apr-24,23-Aug-24,114,86
1400,Madurai,Tommy Hilfiger,Denim,Casual,Plain,M,Autumn,Grey,2297.68,2573.4016,4117.44256,10,3705.7,18,4372.73,29-Dec-23,27-Apr-24,645,484
1401,Coimbatore,Polo,,Jogger,Stripes,XL,Winter,Green,3647.37,4085.0544,6536.08704,0,6536.09,16,7581.86,20-May-24,17-Sep-24,820,615
1402,Chrompet,Tommy Hilfiger,Cotton,Bootcut,Plain,M,Summer,Grey,2540.7,2845.584,4552.9344,5,4325.29,15,4974.08,22-Feb-24,21-Jun-24,671,503
1403,Coimbatore,Polo,Polyester,Bootcut,Stripes,XL,Autumn,Blue,3015.36,3377.2032,5403.52512,10,4863.17,12,5446.75,27-Dec-23,25-Apr-24,306,230
1404,Chrompet,Celio,,Bootcut,Plain,XL,Summer,Grey,3034.24,3398.3488,5437.35808,45,2990.55,16,3469.04,10-Feb-24,09-Jun-24,365,274
1405,Trichy,Arrow,,Formal,Solid,XL,Autumn,Red,832.57,932.4784,1491.96544,15,1268.17,14,1445.71,16-Dec-23,14-Apr-24,87,65
1406,Chrompet,Allen Solly,Polyester,Formal,Washed,XXL,Summer,Blue,2264.5,2536.24,4057.984,30,2840.59,12,3181.46,23-Dec-23,21-Apr-24,951,713
1407,Chrompet,Arrow,Polyester,Jogger,Stonewashed,XXL,Autumn,Grey,845.44,946.8928,1515.02848,25,1136.27,16,1318.07,01-Dec-23,30-Mar-24,215,161
1408,Trichy,Arrow,Polyester,Casual,Stonewashed,XXL,Autumn,Red,3777.3,4230.576,6768.9216,30,4738.25,15,5448.99,03-Feb-24,02-Jun-24,828,621
1409,Trichy,Allen Solly,Polyester,Formal,Stripes,M,Summer,Green,1988.55,2227.176,3563.4816,50,1781.74,16,2066.82,21-Dec-23,19-Apr-24,702,526
1410,Salem,Arrow,Cotton,Jogger,Plain,M,Spring,Blue,1669.73,1870.0976,2992.15616,35,1944.9,18,2294.98,14-Feb-24,13-Jun-24,558,418
1411,Madurai,Tommy Hilfiger,,Casual,Stonewashed,M,Winter,Black,2634.68,2950.8416,4721.34656,35,3068.88,18,3621.28,28-Dec-23,26-Apr-24,111,83
1412,Madurai,Arrow,Polyester,Bootcut,Solid,L,Summer,Blue,1165.31,1305.1472,2088.23552,0,2088.24,15,2401.48,18-Mar-24,16-Jul-24,632,474
1413,Coimbatore,Zara,Cotton,Casual,Solid,L,Winter,Black,2643.72,2960.9664,4737.54624,35,3079.41,15,3541.32,24-Jan-24,23-May-24,951,713
1414,Trichy,Polo,Polyester,Bootcut,Solid,XL,Autumn,Black,556.02,622.7424,996.38784,0,996.39,12,1115.96,26-Sep-23,24-Jan-24,284,213
1415,Coimbatore,Polo,Denim,Jogger,Washed,L,Autumn,Black,2633.33,2949.3296,4718.92736,45,2595.41,12,2906.86,31-Mar-24,29-Jul-24,55,41
1416,Trichy,Celio,Denim,Slim,Stonewashed,L,Spring,Blue,3197.99,3581.7488,5730.79808,45,3151.94,18,3719.29,15-Mar-24,13-Jul-24,965,724
1417,T.Nagar,Tommy Hilfiger,Linen,Bootcut,Stonewashed,S,Spring,Grey,2719.45,3045.784,4873.2544,25,3654.94,16,4239.73,07-Aug-23,05-Dec-23,320,240
1418,Coimbatore,Polo,Wool,Slim,Stonewashed,XL,Winter,Blue,2087.31,2337.7872,3740.45952,10,3366.41,16,3905.04,12-Dec-23,10-Apr-24,828,621
1419,Salem,Tommy Hilfiger,Polyester,Casual,Washed,XXL,Winter,Grey,1703.77,1908.2224,3053.15584,30,2137.21,18,2521.91,01-Sep-23,30-Dec-23,744,558
1420,Salem,Tommy Hilfiger,Denim,Slim,Stonewashed,S,Autumn,Blue,955.51,1070.1712,1712.27392,15,1455.43,15,1673.74,11-Aug-23,09-Dec-23,332,249
1421,T.Nagar,Arrow,,Casual,Stonewashed,XXL,Summer,Red,2199.41,2463.3392,3941.34272,50,1970.67,15,2266.27,19-Oct-23,16-Feb-24,367,275
1422,Salem,Celio,Cotton,Formal,Stonewashed,XL,Winter,Green,2097.61,2349.3232,3758.91712,15,3195.08,16,3706.29,01-Jan-24,30-Apr-24,63,47
1423,Salem,Arrow,Polyester,Jogger,Stonewashed,L,Winter,Grey,3512.58,3934.0896,6294.54336,25,4720.91,14,5381.84,03-Nov-23,02-Mar-24,613,460
1424,T.Nagar,Celio,Polyester,Slim,Stonewashed,S,Summer,Green,2192.23,2455.2976,3928.47616,10,3535.63,15,4065.97,03-Oct-23,31-Jan-24,57,43
1425,Coimbatore,Tommy Hilfiger,Linen,Slim,Solid,XL,Winter,Black,2303.61,2580.0432,4128.06912,10,3715.26,14,4235.4,13-Dec-23,11-Apr-24,545,409
1426,Chrompet,Allen Solly,,Bootcut,Stonewashed,L,Winter,Blue,504.27,564.7824,903.65184,30,632.56,16,733.77,27-Nov-23,26-Mar-24,744,558
1427,Madurai,Tommy Hilfiger,Linen,Casual,Stripes,XL,Winter,Grey,2419.89,2710.2768,4336.44288,0,4336.44,16,5030.27,05-Dec-23,03-Apr-24,480,360
1428,Salem,Celio,Cotton,Formal,Washed,L,Winter,Green,1316.56,1474.5472,2359.27552,30,1651.49,18,1948.76,16-Jun-24,14-Oct-24,246,184
1429,Madurai,Polo,Cotton,Formal,Solid,XL,Summer,Blue,2586.55,2896.936,4635.0976,40,2781.06,14,3170.41,23-Oct-23,20-Feb-24,509,382
1430,Coimbatore,Tommy Hilfiger,Linen,Bootcut,Solid,L,Summer,Blue,683.89,765.9568,1225.53088,25,919.15,15,1057.02,10-Jan-24,09-May-24,440,330
1431,Trichy,Tommy Hilfiger,Denim,Formal,Stonewashed,S,Summer,Blue,2579.83,2889.4096,4623.05536,35,3004.99,12,3365.59,03-Aug-23,01-Dec-23,936,702
1432,Salem,Arrow,Wool,Casual,Solid,L,Winter,Grey,3050.05,3416.056,5465.6896,50,2732.84,12,3060.78,29-May-24,26-Sep-24,589,442
1433,Trichy,Allen Solly,Linen,Casual,Stonewashed,XL,Spring,Blue,2943.39,3296.5968,5274.55488,20,4219.64,12,4726,20-Dec-23,18-Apr-24,665,499
1434,T.Nagar,Celio,Wool,Casual,Plain,M,Summer,Black,3585.01,4015.2112,6424.33792,15,5460.69,16,6334.4,10-Dec-23,08-Apr-24,87,65
1435,Coimbatore,Zara,Cotton,Casual,Stripes,XXL,Autumn,Red,1179.18,1320.6816,2113.09056,25,1584.82,14,1806.69,04-May-24,01-Sep-24,769,577
1436,Trichy,Tommy Hilfiger,Linen,Jogger,Plain,M,Autumn,Black,1054.12,1180.6144,1888.98304,25,1416.74,16,1643.42,30-Dec-23,28-Apr-24,662,496
1437,Salem,Zara,Polyester,Bootcut,Plain,XL,Autumn,Green,1800.44,2016.4928,3226.38848,5,3065.07,16,3555.48,16-Jul-24,13-Nov-24,815,611
1438,Madurai,Tommy Hilfiger,Polyester,Casual,Washed,L,Winter,Blue,1616.98,1811.0176,2897.62816,15,2462.98,12,2758.54,24-Nov-23,23-Mar-24,745,559
1439,T.Nagar,Allen Solly,Wool,Formal,Stonewashed,XXL,Winter,Black,2435.08,2727.2896,4363.66336,15,3709.11,14,4228.39,27-Jun-24,25-Oct-24,638,478
1440,T.Nagar,Celio,Denim,Bootcut,Washed,S,Winter,Grey,764.23,855.9376,1369.50016,0,1369.5,15,1574.92,31-Oct-23,28-Feb-24,572,429
1441,Madurai,Tommy Hilfiger,Polyester,Bootcut,Plain,XL,Summer,Red,2069.09,2317.3808,3707.80928,0,3707.81,14,4226.9,20-Aug-23,18-Dec-23,942,706
1442,T.Nagar,Arrow,Linen,Casual,Stripes,S,Autumn,Grey,1411.12,1580.4544,2528.72704,10,2275.85,15,2617.23,07-Dec-23,05-Apr-24,289,217
1443,Salem,Allen Solly,Linen,Formal,Washed,XXL,Summer,Blue,3390.06,3796.8672,6074.98752,35,3948.74,16,4580.54,24-Jul-24,21-Nov-24,457,343
1444,T.Nagar,Arrow,Wool,Bootcut,Solid,XXL,Summer,Blue,2054.58,2301.1296,3681.80736,45,2024.99,12,2267.99,14-Nov-23,13-Mar-24,218,164
1445,Salem,Zara,,Bootcut,Solid,M,Autumn,Green,2245.04,2514.4448,4023.11168,40,2413.87,16,2800.09,20-Aug-23,18-Dec-23,133,100
1446,T.Nagar,Polo,Polyester,Formal,Stripes,M,Autumn,Black,1213.73,1359.3776,2175.00416,30,1522.5,18,1796.55,21-Mar-24,19-Jul-24,898,674
1447,Salem,Celio,Linen,Bootcut,Stripes,L,Summer,Grey,1671.63,1872.2256,2995.56096,35,1947.11,15,2239.18,27-Feb-24,26-Jun-24,656,492
1448,Coimbatore,Arrow,Wool,Bootcut,Plain,XXL,Summer,Grey,1816.33,2034.2896,3254.86336,15,2766.63,12,3098.63,21-Apr-24,19-Aug-24,752,564
1449,Coimbatore,Zara,Wool,Bootcut,Plain,M,Spring,Blue,1561.71,1749.1152,2798.58432,35,1819.08,16,2110.13,29-Feb-24,28-Jun-24,831,623
1450,Chrompet,Arrow,Polyester,Formal,Stonewashed,M,Autumn,Black,1511.98,1693.4176,2709.46816,25,2032.1,18,2397.88,13-Feb-24,12-Jun-24,647,485
1451,Coimbatore,Arrow,Cotton,Casual,Solid,L,Spring,Black,3913.56,4383.1872,7013.09952,0,7013.1,14,7994.93,14-Dec-23,12-Apr-24,530,398
1452,Coimbatore,Tommy Hilfiger,Denim,Casual,Washed,L,Spring,Blue,2126.69,2381.8928,3811.02848,5,3620.48,16,4199.76,23-Aug-23,21-Dec-23,308,231
1453,Trichy,Arrow,Linen,Casual,Solid,M,Summer,Black,1180.29,1321.9248,2115.07968,5,2009.33,15,2310.73,11-May-24,08-Sep-24,322,242
1454,Coimbatore,Polo,Wool,Jogger,Stripes,S,Autumn,Green,1264.15,1415.848,2265.3568,40,1359.21,14,1549.5,09-Nov-23,08-Mar-24,451,338
1455,Chrompet,Arrow,Denim,Jogger,Washed,XXL,Summer,Red,1562.14,1749.5968,2799.35488,40,1679.61,14,1914.76,04-Jun-24,02-Oct-24,386,290
1456,Chrompet,Celio,Cotton,Jogger,Stonewashed,L,Spring,Green,2803.58,3140.0096,5024.01536,25,3768.01,14,4295.53,24-Mar-24,22-Jul-24,153,115
1457,Coimbatore,Polo,Linen,Formal,Solid,M,Autumn,Black,688.65,771.288,1234.0608,0,1234.06,12,1382.15,16-Dec-23,14-Apr-24,405,304
1458,T.Nagar,Allen Solly,,Jogger,Plain,XL,Winter,Blue,1672.12,1872.7744,2996.43904,40,1797.86,15,2067.54,27-Jan-24,26-May-24,881,661
1459,Madurai,Polo,Denim,Jogger,Stripes,L,Summer,Black,3225.25,3612.28,5779.648,15,4912.7,16,5698.73,04-May-24,01-Sep-24,934,700
1460,T.Nagar,Zara,Linen,Formal,Stonewashed,XXL,Winter,Blue,1008.3,1129.296,1806.8736,50,903.44,15,1038.96,08-Jan-24,07-May-24,424,318
1461,T.Nagar,Tommy Hilfiger,Linen,Jogger,Stripes,L,Spring,Red,3890.36,4357.2032,6971.52512,25,5228.64,12,5856.08,06-Apr-24,04-Aug-24,668,501
1462,T.Nagar,Polo,Polyester,Jogger,Stripes,XXL,Autumn,Blue,1835.26,2055.4912,3288.78592,5,3124.35,14,3561.76,18-Jul-24,15-Nov-24,432,324
1463,Madurai,Polo,Polyester,Bootcut,Plain,XXL,Spring,Red,1419.83,1590.2096,2544.33536,25,1908.25,16,2213.57,25-Jan-24,24-May-24,559,419
1464,Trichy,Zara,Linen,Formal,Washed,S,Spring,Red,2780.86,3114.5632,4983.30112,50,2491.65,15,2865.4,16-Dec-23,14-Apr-24,278,208
1465,T.Nagar,Tommy Hilfiger,Polyester,Slim,Stonewashed,S,Spring,Green,2740.59,3069.4608,4911.13728,20,3928.91,14,4478.96,01-Feb-24,31-May-24,989,742
1466,T.Nagar,Polo,Wool,Casual,Solid,XXL,Autumn,Black,1776.87,1990.0944,3184.15104,40,1910.49,12,2139.75,23-Oct-23,20-Feb-24,603,452
1467,Salem,Celio,Denim,Casual,Stonewashed,S,Summer,Green,2961.46,3316.8352,5306.93632,45,2918.81,12,3269.07,02-Aug-23,30-Nov-23,631,473
1468,T.Nagar,Celio,,Bootcut,Plain,XL,Spring,Blue,2210.85,2476.152,3961.8432,0,3961.84,14,4516.5,04-Apr-24,02-Aug-24,821,616
1469,Coimbatore,Arrow,Cotton,Formal,Solid,L,Winter,Blue,3632.03,4067.8736,6508.59776,20,5206.88,18,6144.12,08-Nov-23,07-Mar-24,735,551
1470,Trichy,Tommy Hilfiger,,Bootcut,Stonewashed,XXL,Winter,Red,3817.91,4276.0592,6841.69472,20,5473.36,14,6239.63,23-Feb-24,22-Jun-24,1000,750
1471,Chrompet,Tommy Hilfiger,Wool,Slim,Solid,XXL,Summer,Grey,1382.24,1548.1088,2476.97408,50,1238.49,16,1436.65,08-Jun-24,06-Oct-24,498,374
1472,Madurai,Polo,Polyester,Bootcut,Stripes,S,Summer,Black,2788.95,3123.624,4997.7984,5,4747.91,14,5412.62,19-Jul-24,16-Nov-24,727,545
1473,Chrompet,Allen Solly,Wool,Formal,Stonewashed,S,Spring,Red,2883.72,3229.7664,5167.62624,25,3875.72,14,4418.32,19-Feb-24,18-Jun-24,62,46
1474,Salem,Tommy Hilfiger,Wool,Jogger,Washed,XL,Spring,Red,574.37,643.2944,1029.27104,45,566.1,16,656.68,16-Mar-24,14-Jul-24,55,41
1475,Salem,Tommy Hilfiger,Denim,Jogger,Plain,M,Autumn,Black,2491.24,2790.1888,4464.30208,30,3125.01,16,3625.01,08-Feb-24,07-Jun-24,839,629
1476,Chrompet,Zara,,Formal,Washed,XL,Autumn,Green,2342.05,2623.096,4196.9536,0,4196.95,14,4784.52,06-Oct-23,03-Feb-24,531,398
1477,Trichy,Zara,Linen,Bootcut,Plain,S,Winter,Green,2268.12,2540.2944,4064.47104,25,3048.35,18,3597.05,14-May-24,11-Sep-24,998,748
1478,Chrompet,Tommy Hilfiger,Denim,Bootcut,Solid,M,Winter,Black,1032.73,1156.6576,1850.65216,15,1573.05,12,1761.82,06-Jan-24,05-May-24,264,198
1479,Trichy,Zara,Linen,Jogger,Stonewashed,XL,Winter,Black,844.83,946.2096,1513.93536,25,1135.45,14,1294.41,14-Aug-23,12-Dec-23,953,715
1480,Trichy,Arrow,Wool,Slim,Stripes,M,Winter,Red,1489.08,1667.7696,2668.43136,45,1467.64,14,1673.11,15-Jan-24,14-May-24,307,230
1481,Madurai,Allen Solly,Cotton,Bootcut,Solid,S,Spring,Black,771.55,864.136,1382.6176,35,898.7,12,1006.54,21-Jul-24,18-Nov-24,394,296
1482,Salem,Polo,Polyester,Formal,Plain,L,Summer,Blue,740.44,829.2928,1326.86848,45,729.78,12,817.35,20-May-24,17-Sep-24,666,500
1483,Chrompet,Tommy Hilfiger,Polyester,Casual,Plain,S,Autumn,Green,756.93,847.7616,1356.41856,30,949.49,18,1120.4,17-Oct-23,14-Feb-24,991,743
1484,Madurai,Celio,Denim,Casual,Stonewashed,L,Winter,Green,1903.73,2132.1776,3411.48416,10,3070.34,16,3561.59,10-Jul-24,07-Nov-24,464,348
1485,T.Nagar,Tommy Hilfiger,Polyester,Formal,Stripes,S,Winter,Green,943.87,1057.1344,1691.41504,45,930.28,12,1041.91,17-Jan-24,16-May-24,795,596
1486,Coimbatore,Tommy Hilfiger,Wool,Casual,Washed,XXL,Winter,Green,2306.43,2583.2016,4133.12256,15,3513.15,15,4040.12,17-Feb-24,16-Jun-24,996,747
1487,Salem,Zara,Denim,Formal,Stonewashed,XXL,Autumn,Black,578.31,647.7072,1036.33152,10,932.7,15,1072.61,30-Jun-24,28-Oct-24,83,62
1488,Trichy,Tommy Hilfiger,Denim,Jogger,Solid,S,Spring,Green,2133.65,2389.688,3823.5008,15,3249.98,12,3639.98,08-Nov-23,07-Mar-24,320,240
1489,Coimbatore,Allen Solly,Wool,Formal,Plain,M,Winter,Grey,3766.66,4218.6592,6749.85472,50,3374.93,15,3881.17,08-Jun-24,06-Oct-24,828,621
1490,Coimbatore,Tommy Hilfiger,Wool,Formal,Stripes,S,Autumn,Black,1325.35,1484.392,2375.0272,35,1543.77,14,1759.9,08-Apr-24,06-Aug-24,787,590
1491,Madurai,Tommy Hilfiger,Wool,Formal,Stripes,XXL,Winter,Black,1414.16,1583.8592,2534.17472,5,2407.47,12,2696.37,17-Jul-24,14-Nov-24,740,555
1492,Salem,Zara,Cotton,Slim,Plain,M,Autumn,Red,1491.89,1670.9168,2673.46688,5,2539.79,12,2844.56,16-Jun-24,14-Oct-24,690,518
1493,Trichy,Polo,,Casual,Solid,M,Summer,Black,3990.94,4469.8528,7151.76448,30,5006.24,14,5707.11,13-Feb-24,12-Jun-24,156,117
1494,Trichy,Arrow,Cotton,Jogger,Stripes,M,Winter,Red,2283.29,2557.2848,4091.65568,20,3273.32,14,3731.58,09-Oct-23,06-Feb-24,679,509
1495,Chrompet,Celio,Denim,Formal,Washed,L,Summer,Blue,564,631.68,1010.688,40,606.41,18,715.56,09-Mar-24,07-Jul-24,574,430
1496,Salem,Zara,Polyester,Bootcut,Solid,L,Summer,Red,3097.2,3468.864,5550.1824,25,4162.64,18,4911.92,07-Dec-23,05-Apr-24,770,578
1497,Salem,Polo,Denim,Bootcut,Solid,L,Winter,Grey,1120.79,1255.2848,2008.45568,20,1606.76,18,1895.98,09-May-24,06-Sep-24,193,145
1498,Chrompet,Polo,Denim,Formal,Stripes,L,Spring,Blue,3559.88,3987.0656,6379.30496,40,3827.58,12,4286.89,16-May-24,13-Sep-24,215,161
1499,Coimbatore,Celio,Cotton,Casual,Plain,XXL,Autumn,Green,3929.07,4400.5584,7040.89344,35,4576.58,14,5217.3,18-Jul-24,15-Nov-24,916,687
1500,Salem,Arrow,Polyester,Bootcut,Plain,M,Winter,Green,3046.76,3412.3712,5459.79392,50,2729.9,12,3057.49,16-Oct-23,13-Feb-24,640,480
1501,T.Nagar,Allen Solly,Denim,Jogger,Washed,M,Summer,Grey,1248.05,1397.816,2236.5056,5,2124.68,14,2422.14,25-Jan-24,24-May-24,509,382
1502,Salem,Allen Solly,Polyester,Casual,Washed,XXL,Autumn,Grey,571.34,639.9008,1023.84128,30,716.69,15,824.19,07-Jun-24,05-Oct-24,648,486
1503,T.Nagar,Polo,Cotton,Casual,Solid,L,Summer,Red,771.31,863.8672,1382.18752,10,1243.97,15,1430.57,13-Feb-24,12-Jun-24,416,312
1504,Madurai,Zara,,Slim,Washed,M,Summer,Red,1826.12,2045.2544,3272.40704,35,2127.06,16,2467.39,03-Mar-24,01-Jul-24,426,320
1505,Coimbatore,Arrow,Cotton,Jogger,Washed,XXL,Summer,Black,3372.77,3777.5024,6044.00384,40,3626.4,15,4170.36,29-Jan-24,28-May-24,401,301
1506,T.Nagar,Allen Solly,Linen,Slim,Stripes,S,Autumn,Red,2438.54,2731.1648,4369.86368,5,4151.37,14,4732.56,20-Apr-24,18-Aug-24,961,721
1507,Madurai,Polo,Polyester,Jogger,Washed,XL,Summer,Grey,1438.46,1611.0752,2577.72032,45,1417.75,16,1644.59,28-Feb-24,27-Jun-24,283,212
1508,Madurai,Arrow,Wool,Bootcut,Washed,XL,Spring,Grey,2646.51,2964.0912,4742.54592,40,2845.53,16,3300.81,06-Mar-24,04-Jul-24,68,51
1509,Salem,Allen Solly,Cotton,Formal,Stonewashed,XXL,Winter,Blue,754.94,845.5328,1352.85248,15,1149.92,15,1322.41,16-Jan-24,15-May-24,258,194
1510,Salem,Celio,Polyester,Casual,Stonewashed,L,Winter,Grey,927.59,1038.9008,1662.24128,10,1496.02,14,1705.46,04-Dec-23,02-Apr-24,542,406
1511,Trichy,Arrow,Cotton,Casual,Stripes,L,Autumn,Blue,3804.39,4260.9168,6817.46688,30,4772.23,18,5631.23,04-Apr-24,02-Aug-24,79,59
1512,Salem,Tommy Hilfiger,,Casual,Stripes,XL,Autumn,Black,1550.78,1736.8736,2778.99776,10,2501.1,12,2801.23,04-Jul-24,01-Nov-24,924,693
1513,Coimbatore,Celio,,Bootcut,Solid,M,Autumn,Black,1056.51,1183.2912,1893.26592,45,1041.3,12,1166.26,13-May-24,10-Sep-24,654,490
1514,Chrompet,Celio,,Bootcut,Solid,L,Summer,Red,1598.47,1790.2864,2864.45824,20,2291.57,12,2566.56,02-Jul-24,30-Oct-24,728,546
1515,Chrompet,Celio,Linen,Jogger,Solid,XXL,Summer,Grey,3330.78,3730.4736,5968.75776,20,4775.01,16,5539.01,23-Sep-23,21-Jan-24,646,484
1516,T.Nagar,Polo,Wool,Casual,Solid,M,Winter,Blue,1423.2,1593.984,2550.3744,30,1785.26,16,2070.9,21-Mar-24,19-Jul-24,239,179
1517,Madurai,Tommy Hilfiger,,Jogger,Stripes,S,Summer,Black,3614.78,4048.5536,6477.68576,50,3238.84,18,3821.83,24-Jan-24,23-May-24,970,728
1518,Chrompet,Allen Solly,Linen,Casual,Stripes,L,Spring,Red,3352.7,3755.024,6008.0384,35,3905.22,12,4373.85,07-Sep-23,05-Jan-24,727,545
1519,Salem,Tommy Hilfiger,Polyester,Bootcut,Stonewashed,S,Winter,Green,3331.29,3731.0448,5969.67168,15,5074.22,16,5886.1,07-Feb-24,06-Jun-24,933,700
1520,T.Nagar,Polo,Polyester,Bootcut,Solid,XL,Summer,Blue,3963.4,4439.008,7102.4128,5,6747.29,15,7759.38,27-Dec-23,25-Apr-24,560,420
1521,Madurai,Zara,Wool,Jogger,Washed,M,Summer,Green,3231.78,3619.5936,5791.34976,50,2895.67,15,3330.02,28-May-24,25-Sep-24,186,140
1522,Coimbatore,Zara,Linen,Bootcut,Solid,S,Winter,Green,2805.28,3141.9136,5027.06176,35,3267.59,16,3790.4,12-Dec-23,10-Apr-24,684,513
